Message,XPath,XML Tag,Type,MinOccurs,MaxOccurs
pacs.010.001.06,/Document/FIDrctDbt/CdtInstr/PmtTpInf/CtgyPurp/Prtry,Prtry,Max35Text,1,1
pacs.010.001.06,/Document/FIDrctDbt/CdtInstr/TtlIntrBkSttlmAmt,TtlIntrBkSttlmAmt,ActiveCurrencyAndAmount,0,1
pacs.010.001.06,/Document/FIDrctDbt/CdtInstr/IntrBkSttlmDt,IntrBkSttlmDt,ISODate,0,1
pacs.010.001.06,/Document/FIDrctDbt/CdtInstr/SttlmTmIndctn,SttlmTmIndctn,SettlementDateTimeIndication1,0,1
pacs.010.001.06,/Document/FIDrctDbt/CdtInstr/SttlmTmIndctn/DbtDtTm,DbtDtTm,ISODateTime,0,1
pacs.010.001.06,/Document/FIDrctDbt/CdtInstr/SttlmTmIndctn/CdtDtTm,CdtDtTm,ISODateTime,0,1
pacs.010.001.06,/Document/FIDrctDbt/CdtInstr/InstgAgt,InstgAgt,BranchAndFinancialInstitutionIdentification8,0,1
pacs.010.001.06,/Document/FIDrctDbt/CdtInstr/InstgAgt/FinInstnId,FinInstnId,FinancialInstitutionIdentification23,1,1
pacs.010.001.06,/Document/FIDrctDbt/CdtInstr/InstgAgt/FinInstnId/BICFI,BICFI,BICFIDec2014Identifier,0,1
pacs.010.001.06,/Document/FIDrctDbt/CdtInstr/InstgAgt/FinInstnId/ClrSysMmbId,ClrSysMmbId,ClearingSystemMemberIdentification2,0,1
pacs.010.001.06,/Document/FIDrctDbt/CdtInstr/InstgAgt/FinInstnId/ClrSysMmbId/ClrSysId,ClrSysId,ClearingSystemIdentification2Choice,0,1
pacs.010.001.06,/Document/FIDrctDbt/CdtInstr/InstgAgt/FinInstnId/ClrSysMmbId/ClrSysId/Cd,Cd,ExternalClearingSystemIdentification1Code,1,1
pacs.010.001.06,/Document/FIDrctDbt/CdtInstr/InstgAgt/FinInstnId/ClrSysMmbId/ClrSysId/Prtry,Prtry,Max35Text,1,1
pacs.010.001.06,/Document/FIDrctDbt/CdtInstr/InstgAgt/FinInstnId/ClrSysMmbId/MmbId,MmbId,Max35Text,1,1
pacs.010.001.06,/Document/FIDrctDbt/CdtInstr/InstgAgt/FinInstnId/LEI,LEI,LEIIdentifier,0,1
pacs.010.001.06,/Document/FIDrctDbt/CdtInstr/InstgAgt/FinInstnId/Nm,Nm,Max140Text,0,1
pacs.010.001.06,/Document/FIDrctDbt/CdtInstr/InstgAgt/FinInstnId/PstlAdr,PstlAdr,PostalAddress27,0,1
pacs.010.001.06,/Document/FIDrctDbt/CdtInstr/InstgAgt/FinInstnId/PstlAdr/AdrTp,AdrTp,AddressType3Choice,0,1
pacs.010.001.06,/Document/FIDrctDbt/CdtInstr/InstgAgt/FinInstnId/PstlAdr/AdrTp/Cd,Cd,AddressType2Code,1,1
pacs.010.001.06,/Document/FIDrctDbt/CdtInstr/InstgAgt/FinInstnId/PstlAdr/AdrTp/Prtry,Prtry,GenericIdentification30,1,1
pacs.010.001.06,/Document/FIDrctDbt/CdtInstr/InstgAgt/FinInstnId/PstlAdr/AdrTp/Prtry/Id,Id,Exact4AlphaNumericText,1,1
pacs.010.001.06,/Document/FIDrctDbt/CdtInstr/InstgAgt/FinInstnId/PstlAdr/AdrTp/Prtry/Issr,Issr,Max35Text,1,1
pacs.010.001.06,/Document/FIDrctDbt/CdtInstr/InstgAgt/FinInstnId/PstlAdr/AdrTp/Prtry/SchmeNm,SchmeNm,Max35Text,0,1
pacs.010.001.06,/Document/FIDrctDbt/CdtInstr/InstgAgt/FinInstnId/PstlAdr/CareOf,CareOf,Max140Text,0,1
pacs.010.001.06,/Document/FIDrctDbt/CdtInstr/InstgAgt/FinInstnId/PstlAdr/Dept,Dept,Max70Text,0,1
pacs.010.001.06,/Document/FIDrctDbt/CdtInstr/InstgAgt/FinInstnId/PstlAdr/SubDept,SubDept,Max70Text,0,1
pacs.010.001.06,/Document/FIDrctDbt/CdtInstr/InstgAgt/FinInstnId/PstlAdr/StrtNm,StrtNm,Max140Text,0,1
pacs.010.001.06,/Document/FIDrctDbt/CdtInstr/InstgAgt/FinInstnId/PstlAdr/BldgNb,BldgNb,Max16Text,0,1
pacs.010.001.06,/Document/FIDrctDbt/CdtInstr/InstgAgt/FinInstnId/PstlAdr/BldgNm,BldgNm,Max140Text,0,1
pacs.010.001.06,/Document/FIDrctDbt/CdtInstr/InstgAgt/FinInstnId/PstlAdr/Flr,Flr,Max70Text,0,1
pacs.010.001.06,/Document/FIDrctDbt/CdtInstr/InstgAgt/FinInstnId/PstlAdr/UnitNb,UnitNb,Max16Text,0,1
pacs.010.001.06,/Document/FIDrctDbt/CdtInstr/InstgAgt/FinInstnId/PstlAdr/PstBx,PstBx,Max16Text,0,1
pacs.010.001.06,/Document/FIDrctDbt/CdtInstr/InstgAgt/FinInstnId/PstlAdr/Room,Room,Max70Text,0,1
pacs.010.001.06,/Document/FIDrctDbt/CdtInstr/InstgAgt/FinInstnId/PstlAdr/PstCd,PstCd,Max16Text,0,1
pacs.010.001.06,/Document/FIDrctDbt/CdtInstr/InstgAgt/FinInstnId/PstlAdr/TwnNm,TwnNm,Max140Text,0,1
